,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
57,no song without you,no song without you,HONNE,2020-06-12,161536,75,0.463,0.778,0.462,0.583,0.11,-12.729,0.0359,105.45,4,0.817
58,Oceans,Oceans - EP,Seafret,2015-01-21,216186,61,0.274,0.404,0.48,8.63e-06,0.132,-8.906,0.0303,129.162,3,0.2
59,Slow It Down,The Lumineers,The Lumineers,2012-01-01,305346,0,0.928,0.423,0.0657,1.4e-06,0.0922,-14.421,0.0386,98.489,3,0.105
60,Last Time,Last Time,Johnning,2020-05-15,202480,54,0.111,0.628,0.587,0.0,0.156,-5.195,0.0441,140.01,4,0.4
61,Riverside,Philharmonics,Agnes Obel,2010-10-04,228546,4,0.985,0.648,0.177,0.000353,0.134,-13.474,0.0311,99.101,3,0.236
62,Dust On The Ground,Flaws,Bombay Bicycle Club,2010-01-01,243752,0,0.757,0.605,0.319,0.00237,0.116,-10.892,0.0306,109.603,4,0.273
63,cry on airplanes,cry on airplanes,Julian,2020-04-10,226000,40,0.548,0.763,0.372,0.000638,0.116,-7.07,0.0683,85.01,4,0.76
64,Everybody Hurts,Part Lies Part Heart Part Truth Part Garbage 1982-2011,R.E.M.,2011-11-11,316880,0,0.568,0.282,0.476,0.0185,0.157,-6.524,0.0274,187.604,3,0.186
65,Cursive,As Long As - EP,Billie Marten,2015-11-13,240400,62,0.935,0.494,0.267,5.58e-05,0.128,-11.54,0.0308,115.117,3,0.166
66,Fix You,Fix You,Valentin,2019-11-22,240000,47,0.671,0.5,0.185,0.0,0.0827,-13.209,0.0302,140.148,4,0.159
67,All I Want,The Kodaline EP,Kodaline,2012-09-07,306600,31,0.113,0.189,0.427,0.0923,0.058,-9.08,0.0449,187.212,3,0.158
68,Goshen,East Harlem,Beirut,2011-06-14,200146,0,0.848,0.284,0.262,0.00483,0.0966,-9.869,0.028,98.66,4,0.107
69,Dear Diary,Dear Diary,Anthony Ramos,2019-07-19,216933,0,0.587,0.474,0.41,3.97e-06,0.114,-9.373,0.0644,125.085,3,0.37
70,Dancing With an Astronaut,Dancing With an Astronaut,Ellie Rose,2019-09-27,168141,40,0.487,0.516,0.407,0.0235,0.252,-7.841,0.0283,74.894,4,0.17
71,Only,Only,RY X,2016-03-04,268455,0,0.906,0.373,0.178,0.558,0.109,-15.52,0.0303,108.605,4,0.0933
72,Renee's Song,Renee's Song,Bazzi,2020-04-01,130545,73,0.794,0.593,0.229,0.0,0.167,-8.888,0.0307,117.823,4,0.42
73,Teardrop - Remastered 2006,Bite Size Massive Attack,Massive Attack,2006-01-01,328026,0,0.0204,0.612,0.463,0.653,0.183,-7.653,0.035,76.98,4,0.17
74,It Takes Me Back,Hopeless Romantics,Emmrose,2020-03-20,142200,40,0.902,0.487,0.111,0.000107,0.35,-11.608,0.0356,87.161,4,0.179
75,9 Crimes,9,Damien Rice,2006-11-06,217946,60,0.913,0.346,0.139,7.73e-05,0.0934,-15.326,0.0321,136.168,4,0.116
76,Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,2012-01-01,281960,68,0.811,0.236,0.249,1e-06,0.087,-9.595,0.0348,72.847,5,0.181
77,Be My Mistake,A Brief Inquiry Into Online Relationships,The 1975,2018-11-30,256688,41,0.835,0.572,0.155,0.000137,0.0906,-14.405,0.0344,109.923,3,0.0949
78,Waiting,Skisser,Alice Boman,2013-05-22,184320,0,0.975,0.236,0.33,0.126,0.116,-10.085,0.0325,86.546,4,0.0827
79,Simple Song,The Boy Who Cried Wolf,Passenger,2017-07-28,228480,62,0.616,0.631,0.402,0.0114,0.0892,-11.125,0.0286,78.0,4,0.598
80,Stay,Stay,Gracie Abrams,2019-11-21,177152,67,0.883,0.618,0.37,0.0,0.123,-10.5,0.0543,114.26,4,0.433
81,Losing You,Human,Aquilo,2014-12-08,205859,50,0.63,0.383,0.446,0.0,0.0946,-8.693,0.0382,77.399,4,0.213
82,Samson,Begin to Hope (Special Edition),Regina Spektor,2006-06-13,189335,50,0.862,0.49,0.193,9.74e-06,0.113,-9.544,0.0421,89.154,4,0.184
83,The Funeral,The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Various Artists,2007-04-02,321146,0,0.0143,0.316,0.769,0.0,0.0928,-5.285,0.0422,122.458,4,0.118
84,Anchor,Anchor,Novo Amor,2015-10-23,256282,0,0.755,0.486,0.356,0.861,0.0986,-13.649,0.0318,117.141,4,0.111
85,London Thunder,London Thunder,Foals,2015-08-24,254426,37,0.641,0.489,0.357,0.333,0.0838,-9.745,0.0259,92.009,4,0.0388
86,She Kind of Looks Like You,She Kind of Looks Like You,AFTRHOURS,2017-07-21,204241,40,0.632,0.9,0.255,3.91e-05,0.0953,-12.664,0.221,94.978,4,0.483
87,To The Hilt,To The Hilt,BANKS,2016-09-16,276746,41,0.948,0.327,0.101,0.0,0.0945,-13.949,0.0525,171.734,4,0.0866
88,Cold Arms,Wilder Mind,Mumford & Sons,2015-05-01,169906,0,0.815,0.431,0.144,1.1e-06,0.124,-12.07,0.039,137.683,4,0.0491
89,Harvest Love,Harvest Love,Tash Sultana,2018-07-13,365928,41,0.314,0.276,0.251,6.05e-06,0.122,-9.078,0.0295,95.705,4,0.18
90,Your Turn Now,Your Turn Now,Aaron Smith,2020-07-10,239500,48,0.819,0.634,0.193,0.0,0.113,-9.503,0.0277,95.004,4,0.159
91,Unintended,Showbiz,Muse,1999,237026,61,0.647,0.487,0.279,0.00185,0.11,-11.586,0.0265,139.362,4,0.162
92,you were good to me,brent,Jeremy Zucker,2019-05-03,219146,76,0.913,0.561,0.0848,2.62e-05,0.112,-15.099,0.0404,102.128,4,0.206
93,It's My Fault,It's My Fault,Lolo Zouaï,2020-04-24,195986,54,0.815,0.647,0.235,1.78e-05,0.233,-10.123,0.0389,129.85,4,0.0382
94,Sinking Man - The Walking Dead Soundtrack,The Walking Dead (AMC’s Original Soundtrack – Vol. 1),Various Artists,2013-01-01,166560,0,0.905,0.684,0.0646,1.86e-05,0.0789,-18.052,0.0522,95.99,3,0.334
95,Conversation,Conversation,Lucy Rose,2019-01-10,229560,45,0.901,0.242,0.137,0.0105,0.167,-16.332,0.0322,92.454,3,0.0644
96,The Good in Goodbye (Alternate Version),The Good in Goodbye (Alternate Version),Alexander Wren,2019-10-25,249576,40,0.59,0.709,0.299,0.00292,0.111,-9.001,0.0297,112.984,3,0.423
97,Such Great Heights,Around The Well,Iron & Wine,2009-05-19,251280,0,0.808,0.61,0.275,0.913,0.403,-10.644,0.028,94.088,4,0.552
98,Recording 15,Living Water,Shannon Lay,2017-09-22,242000,60,0.956,0.552,0.126,0.0153,0.109,-18.014,0.0306,92.441,4,0.439
99,Better Than Today,Better Than Today,Rhys Lewis,2019-01-04,230353,61,0.736,0.387,0.234,0.0,0.084,-8.861,0.0373,78.65,4,0.408
